entry_id,line_no,posting_date,period,legal_entity_id,account,cost_center,vendor_id,debit,credit,entry_type,reference,memo,reversal_of,posted_by
JE-00083,2,2026-09-01,2026-09,NS-US,6110,CC-110,V013,0.0,8000.0,ACCRUAL_REVERSAL,ACR-V013-2026-08,Auto-reversal of JE-00082,JE-00082,E004
JE-00086,1,2026-09-01,2026-09,NS-US,2100,CC-150,V007,4100.0,0.0,ACCRUAL_REVERSAL,ACR-V007-2026-08,Auto-reversal of JE-00085,JE-00085,E004
JE-00086,2,2026-09-01,2026-09,NS-US,6210,CC-150,V007,0.0,4100.0,ACCRUAL_REVERSAL,ACR-V007-2026-08,Auto-reversal of JE-00085,JE-00085,E004
JE-00111,1,2026-09-01,2026-09,NS-US,2100,CC-160,V014,4500.0,0.0,ACCRUAL_REVERSAL,ACR-V014-2026-08,Auto-reversal of JE-00110,JE-00110,E004
JE-00111,2,2026-09-01,2026-09,NS-US,6310,CC-160,V014,0.0,4500.0,ACCRUAL_REVERSAL,ACR-V014-2026-08,Auto-reversal of JE-00110,JE-00110,E004
JE-00081,1,2026-09-08,2026-09,NS-US,6110,CC-110,V002,36000.0,0.0,INVOICE,INV-V002-004,CloudHarbor LLC CH-2228,,E004
JE-00081,2,2026-09-08,2026-09,NS-US,2000,CC-110,V002,0.0,36000.0,INVOICE,INV-V002-004,CloudHarbor LLC CH-2228,,E004
JE-00084,1,2026-09-09,2026-09,NS-US,6110,CC-110,V013,8000.0,0.0,INVOICE,INV-V013-004,StreamGrid Networks SG-2228,,E004
JE-00084,2,2026-09-09,2026-09,NS-US,2000,CC-110,V013,0.0,8000.0,INVOICE,INV-V013-004,StreamGrid Networks SG-2228,,E004
JE-00087,1,2026-09-20,2026-09,NS-US,6210,CC-150,V007,4100.0,0.0,INVOICE,INV-V007-003,Meridian Legal LLP ML-2221,,E004
JE-00087,2,2026-09-20,2026-09,NS-US,2000,CC-150,V007,0.0,4100.0,INVOICE,INV-V007-003,Meridian Legal LLP ML-2221,,E004
JE-00045,1,2026-09-30,2026-09,NS-US,6120,CC-180,V010,8000.0,0.0,AMORTIZATION,INV-V010-001,Prepaid amortization 2026-09,,E004
JE-00045,2,2026-09-30,2026-09,NS-US,1300,CC-180,V010,0.0,8000.0,AMORTIZATION,INV-V010-001,Prepaid amortization 2026-09,,E004
JE-00089,1,2026-09-30,2026-09,NS-US,6100,CC-100,V001,50000.0,0.0,INVOICE,INV-V001-005,DataForge Inc. DF-2235,,E004
JE-00089,2,2026-09-30,2026-09,NS-US,2000,CC-100,V001,0.0,50000.0,INVOICE,INV-V001-005,DataForge Inc. DF-2235,,E004
JE-00090,1,2026-09-30,2026-09,NS-US,6120,CC-130,V004,18000.0,0.0,INVOICE,INV-V004-005,Lumen CRM Corp. LC-2235,,E004
JE-00090,2,2026-09-30,2026-09,NS-US,2000,CC-130,V004,0.0,18000.0,INVOICE,INV-V004-005,Lumen CRM Corp. LC-2235,,E004
JE-00091,1,2026-09-30,2026-09,NS-US,6120,CC-170,V009,4150.0,0.0,INVOICE,INV-V009-005,PayCircle Inc. PC-2235,,E004
JE-00091,2,2026-09-30,2026-09,NS-US,2000,CC-170,V009,0.0,4150.0,INVOICE,INV-V009-005,PayCircle Inc. PC-2235,,E004
JE-00092,1,2026-09-30,2026-09,NS-US,6500,CC-190,V012,6950.0,0.0,INVOICE,INV-V012-002,PrintWorks Studio PW-2214,,E004
JE-00092,2,2026-09-30,2026-09,NS-US,2000,CC-190,V012,0.0,6950.0,INVOICE,INV-V012-002,PrintWorks Studio PW-2214,,E004
JE-00093,1,2026-09-30,2026-09,NS-US,6600,CC-210,V016,5460.0,0.0,INVOICE,INV-V016-005,Northwind Telecom NT-2235,,E004
JE-00093,2,2026-09-30,2026-09,NS-US,2000,CC-210,V016,0.0,5460.0,INVOICE,INV-V016-005,Northwind Telecom NT-2235,,E004
JE-00094,1,2026-09-30,2026-09,NS-UK,6300,CC-300,V017,6900.0,0.0,INVOICE,INV-V017-005,Thames Workspace Ltd TW-2235,,E004
JE-00094,2,2026-09-30,2026-09,NS-UK,2000,CC-300,V017,0.0,6900.0,INVOICE,INV-V017-005,Thames Workspace Ltd TW-2235,,E004
JE-00095,1,2026-09-30,2026-09,NS-US,6120,CC-120,V003,10200.0,0.0,INVOICE,INV-V003-005,Helpline Desk Co. HD-2235,,E004
JE-00095,2,2026-09-30,2026-09,NS-US,2000,CC-120,V003,0.0,10200.0,INVOICE,INV-V003-005,Helpline Desk Co. HD-2235,,E004
JE-00096,1,2026-09-30,2026-09,NS-US,6120,CC-110,V005,6400.0,0.0,INVOICE,INV-V005-005,PagerLoop Inc. PL-2235,,E004
JE-00096,2,2026-09-30,2026-09,NS-US,2000,CC-110,V005,0.0,6400.0,INVOICE,INV-V005-005,PagerLoop Inc. PL-2235,,E004
JE-00097,1,2026-09-30,2026-09,NS-US,6110,CC-110,V002,36000.0,0.0,ACCRUAL,ACR-V002-2026-09,Accrual CloudHarbor LLC service 2026-09,,E004
JE-00097,2,2026-09-30,2026-09,NS-US,2100,CC-110,V002,0.0,36000.0,ACCRUAL,ACR-V002-2026-09,Accrual CloudHarbor LLC service 2026-09,,E004
JE-00100,1,2026-09-30,2026-09,NS-US,6110,CC-110,V013,8000.0,0.0,ACCRUAL,ACR-V013-2026-09,Accrual StreamGrid Networks service 2026-09,,E004
JE-00100,2,2026-09-30,2026-09,NS-US,2100,CC-110,V013,0.0,8000.0,ACCRUAL,ACR-V013-2026-09,Accrual StreamGrid Networks service 2026-09,,E004
JE-00112,1,2026-09-30,2026-09,NS-US,6310,CC-160,V014,4500.0,0.0,ACCRUAL_CARRYFORWARD,ACR-V014-2026-08,Accrual Atlas Facilities Services service 2026-08,,E004
JE-00112,2,2026-09-30,2026-09,NS-US,2100,CC-160,V014,0.0,4500.0,ACCRUAL_CARRYFORWARD,ACR-V014-2026-08,Accrual Atlas Facilities Services service 2026-08,,E004
JE-00116,1,2026-09-30,2026-09,NS-US,6310,CC-160,V014,4500.0,0.0,ACCRUAL,ACR-V014-2026-09,Accrual Atlas Facilities Services service 2026-09,,E004
JE-00116,2,2026-09-30,2026-09,NS-US,2100,CC-160,V014,0.0,4500.0,ACCRUAL,ACR-V014-2026-09,Accrual Atlas Facilities Services service 2026-09,,E004
JE-00088,1,2026-10-01,2026-10,NS-US,6300,CC-160,V008,22500.0,0.0,INVOICE,INV-V008-006,OfficeNest Properties ON-2242,,E004
JE-00088,2,2026-10-01,2026-10,NS-US,2000,CC-160,V008,0.0,22500.0,INVOICE,INV-V008-006,OfficeNest Properties ON-2242,,E004
JE-00098,1,2026-10-01,2026-10,NS-US,2100,CC-110,V002,36000.0,0.0,ACCRUAL_REVERSAL,ACR-V002-2026-09,Auto-reversal of JE-00097,JE-00097,E004
JE-00098,2,2026-10-01,2026-10,NS-US,6110,CC-110,V002,0.0,36000.0,ACCRUAL_REVERSAL,ACR-V002-2026-09,Auto-reversal of JE-00097,JE-00097,E004
JE-00101,1,2026-10-01,2026-10,NS-US,2100,CC-110,V013,8000.0,0.0,ACCRUAL_REVERSAL,ACR-V013-2026-09,Auto-reversal of JE-00100,JE-00100,E004
JE-00101,2,2026-10-01,2026-10,NS-US,6110,CC-110,V013,0.0,8000.0,ACCRUAL_REVERSAL,ACR-V013-2026-09,Auto-reversal of JE-00100,JE-00100,E004
JE-00113,1,2026-10-01,2026-10,NS-US,2100,CC-160,V014,4500.0,0.0,ACCRUAL_REVERSAL,ACR-V014-2026-08,Auto-reversal of JE-00112,JE-00112,E004
JE-00113,2,2026-10-01,2026-10,NS-US,6310,CC-160,V014,0.0,4500.0,ACCRUAL_REVERSAL,ACR-V014-2026-08,Auto-reversal of JE-00112,JE-00112,E004
JE-00117,1,2026-10-01,2026-10,NS-US,2100,CC-160,V014,4500.0,0.0,ACCRUAL_REVERSAL,ACR-V014-2026-09,Auto-reversal of JE-00116,JE-00116,E004
JE-00117,2,2026-10-01,2026-10,NS-US,6310,CC-160,V014,0.0,4500.0,ACCRUAL_REVERSAL,ACR-V014-2026-09,Auto-reversal of JE-00116,JE-00116,E004
JE-00099,1,2026-10-08,2026-10,NS-US,6110,CC-110,V002,36000.0,0.0,INVOICE,INV-V002-005,CloudHarbor LLC CH-2235,,E004
JE-00099,2,2026-10-08,2026-10,NS-US,2000,CC-110,V002,0.0,36000.0,INVOICE,INV-V002-005,CloudHarbor LLC CH-2235,,E004
JE-00102,1,2026-10-09,2026-10,NS-US,6110,CC-110,V013,8000.0,0.0,INVOICE,INV-V013-005,StreamGrid Networks SG-2235,,E004
JE-00102,2,2026-10-09,2026-10,NS-US,2000,CC-110,V013,0.0,8000.0,INVOICE,INV-V013-005,StreamGrid Networks SG-2235,,E004
JE-00046,1,2026-10-31,2026-10,NS-US,6120,CC-180,V010,8000.0,0.0,AMORTIZATION,INV-V010-001,Prepaid amortization 2026-10,,E004
JE-00046,2,2026-10-31,2026-10,NS-US,1300,CC-180,V010,0.0,8000.0,AMORTIZATION,INV-V010-001,Prepaid amortization 2026-10,,E004
JE-00103,1,2026-10-31,2026-10,NS-US,6100,CC-100,V001,50000.0,0.0,INVOICE,INV-V001-006,DataForge Inc. DF-2242,,E004
JE-00103,2,2026-10-31,2026-10,NS-US,2000,CC-100,V001,0.0,50000.0,INVOICE,INV-V001-006,DataForge Inc. DF-2242,,E004
JE-00104,1,2026-10-31,2026-10,NS-US,6120,CC-130,V004,18000.0,0.0,INVOICE,INV-V004-006,Lumen CRM Corp. LC-2242,,E004
JE-00104,2,2026-10-31,2026-10,NS-US,2000,CC-130,V004,0.0,18000.0,INVOICE,INV-V004-006,Lumen CRM Corp. LC-2242,,E004
JE-00105,1,2026-10-31,2026-10,NS-US,6120,CC-170,V009,4150.0,0.0,INVOICE,INV-V009-006,PayCircle Inc. PC-2242,,E004
JE-00105,2,2026-10-31,2026-10,NS-US,2000,CC-170,V009,0.0,4150.0,INVOICE,INV-V009-006,PayCircle Inc. PC-2242,,E004
JE-00106,1,2026-10-31,2026-10,NS-US,6600,CC-210,V016,5430.0,0.0,INVOICE,INV-V016-006,Northwind Telecom NT-2242,,E004
JE-00106,2,2026-10-31,2026-10,NS-US,2000,CC-210,V016,0.0,5430.0,INVOICE,INV-V016-006,Northwind Telecom NT-2242,,E004
JE-00107,1,2026-10-31,2026-10,NS-UK,6300,CC-300,V017,6900.0,0.0,INVOICE,INV-V017-006,Thames Workspace Ltd TW-2242,,E004
JE-00107,2,2026-10-31,2026-10,NS-UK,2000,CC-300,V017,0.0,6900.0,INVOICE,INV-V017-006,Thames Workspace Ltd TW-2242,,E004
JE-00108,1,2026-10-31,2026-10,NS-US,6120,CC-120,V003,10200.0,0.0,INVOICE,INV-V003-006,Helpline Desk Co. HD-2242,,E004
JE-00108,2,2026-10-31,2026-10,NS-US,2000,CC-120,V003,0.0,10200.0,INVOICE,INV-V003-006,Helpline Desk Co. HD-2242,,E004
JE-00109,1,2026-10-31,2026-10,NS-US,6120,CC-110,V005,6400.0,0.0,INVOICE,INV-V005-006,PagerLoop Inc. PL-2242,,E004
JE-00109,2,2026-10-31,2026-10,NS-US,2000,CC-110,V005,0.0,6400.0,INVOICE,INV-V005-006,PagerLoop Inc. PL-2242,,E004
JE-00114,1,2026-10-31,2026-10,NS-US,6310,CC-160,V014,4500.0,0.0,ACCRUAL_CARRYFORWARD,ACR-V014-2026-08,Accrual Atlas Facilities Services service 2026-08,,E004
JE-00114,2,2026-10-31,2026-10,NS-US,2100,CC-160,V014,0.0,4500.0,ACCRUAL_CARRYFORWARD,ACR-V014-2026-08,Accrual Atlas Facilities Services service 2026-08,,E004
JE-00118,1,2026-10-31,2026-10,NS-US,6310,CC-160,V014,4500.0,0.0,ACCRUAL_CARRYFORWARD,ACR-V014-2026-09,Accrual Atlas Facilities Services service 2026-09,,E004
JE-00118,2,2026-10-31,2026-10,NS-US,2100,CC-160,V014,0.0,4500.0,ACCRUAL_CARRYFORWARD,ACR-V014-2026-09,Accrual Atlas Facilities Services service 2026-09,,E004
JE-00120,1,2026-10-31,2026-10,NS-US,6310,CC-160,V014,4500.0,0.0,ACCRUAL,ACR-V014-2026-10,Accrual Atlas Facilities Services service 2026-10,,E004
JE-00120,2,2026-10-31,2026-10,NS-US,2100,CC-160,V014,0.0,4500.0,ACCRUAL,ACR-V014-2026-10,Accrual Atlas Facilities Services service 2026-10,,E004
JE-00123,1,2026-10-31,2026-10,NS-US,6110,CC-110,V002,36000.0,0.0,ACCRUAL,ACR-V002-2026-10,Accrual CloudHarbor LLC service 2026-10,,E004
JE-00123,2,2026-10-31,2026-10,NS-US,2100,CC-110,V002,0.0,36000.0,ACCRUAL,ACR-V002-2026-10,Accrual CloudHarbor LLC service 2026-10,,E004
JE-00126,1,2026-10-31,2026-10,NS-US,6110,CC-110,V013,8000.0,0.0,ACCRUAL,ACR-V013-2026-10,Accrual StreamGrid Networks service 2026-10,,E004
JE-00126,2,2026-10-31,2026-10,NS-US,2100,CC-110,V013,0.0,8000.0,ACCRUAL,ACR-V013-2026-10,Accrual StreamGrid Networks service 2026-10,,E004
JE-00129,1,2026-10-31,2026-10,NS-US,6200,CC-140,V006,27750.0,0.0,ACCRUAL,ACR-V006-2026-10,Accrual Brightwork Consulting Group service 2026-10,,E004
JE-00129,2,2026-10-31,2026-10,NS-US,2100,CC-140,V006,0.0,27750.0,ACCRUAL,ACR-V006-2026-10,Accrual Brightwork Consulting Group service 2026-10,,E004
JE-00132,1,2026-10-31,2026-10,NS-US,6210,CC-150,V007,12000.0,0.0,ACCRUAL,ACR-V007-2026-10,Accrual Meridian Legal LLP service 2026-10,,E004
JE-00132,2,2026-10-31,2026-10,NS-US,2100,CC-150,V007,0.0,12000.0,ACCRUAL,ACR-V007-2026-10,Accrual Meridian Legal LLP service 2026-10,,E004
JE-00115,1,2026-11-01,2026-11,NS-US,2100,CC-160,V014,4500.0,0.0,ACCRUAL_REVERSAL,ACR-V014-2026-08,Auto-reversal of JE-00114,JE-00114,E004
JE-00115,2,2026-11-01,2026-11,NS-US,6310,CC-160,V014,0.0,4500.0,ACCRUAL_REVERSAL,ACR-V014-2026-08,Auto-reversal of JE-00114,JE-00114,E004
JE-00119,1,2026-11-01,2026-11,NS-US,2100,CC-160,V014,4500.0,0.0,ACCRUAL_REVERSAL,ACR-V014-2026-09,Auto-reversal of JE-00118,JE-00118,E004
JE-00119,2,2026-11-01,2026-11,NS-US,6310,CC-160,V014,0.0,4500.0,ACCRUAL_REVERSAL,ACR-V014-2026-09,Auto-reversal of JE-00118,JE-00118,E004
JE-00121,1,2026-11-01,2026-11,NS-US,2100,CC-160,V014,4500.0,0.0,ACCRUAL_REVERSAL,ACR-V014-2026-10,Auto-reversal of JE-00120,JE-00120,E004
JE-00121,2,2026-11-01,2026-11,NS-US,6310,CC-160,V014,0.0,4500.0,ACCRUAL_REVERSAL,ACR-V014-2026-10,Auto-reversal of JE-00120,JE-00120,E004
JE-00124,1,2026-11-01,2026-11,NS-US,2100,CC-110,V002,36000.0,0.0,ACCRUAL_REVERSAL,ACR-V002-2026-10,Auto-reversal of JE-00123,JE-00123,E004
JE-00124,2,2026-11-01,2026-11,NS-US,6110,CC-110,V002,0.0,36000.0,ACCRUAL_REVERSAL,ACR-V002-2026-10,Auto-reversal of JE-00123,JE-00123,E004
JE-00127,1,2026-11-01,2026-11,NS-US,2100,CC-110,V013,8000.0,0.0,ACCRUAL_REVERSAL,ACR-V013-2026-10,Auto-reversal of JE-00126,JE-00126,E004
JE-00127,2,2026-11-01,2026-11,NS-US,6110,CC-110,V013,0.0,8000.0,ACCRUAL_REVERSAL,ACR-V013-2026-10,Auto-reversal of JE-00126,JE-00126,E004
JE-00130,1,2026-11-01,2026-11,NS-US,2100,CC-140,V006,27750.0,0.0,ACCRUAL_REVERSAL,ACR-V006-2026-10,Auto-reversal of JE-00129,JE-00129,E004
JE-00130,2,2026-11-01,2026-11,NS-US,6200,CC-140,V006,0.0,27750.0,ACCRUAL_REVERSAL,ACR-V006-2026-10,Auto-reversal of JE-00129,JE-00129,E004
JE-00133,1,2026-11-01,2026-11,NS-US,2100,CC-150,V007,12000.0,0.0,ACCRUAL_REVERSAL,ACR-V007-2026-10,Auto-reversal of JE-00132,JE-00132,E004
JE-00133,2,2026-11-01,2026-11,NS-US,6210,CC-150,V007,0.0,12000.0,ACCRUAL_REVERSAL,ACR-V007-2026-10,Auto-reversal of JE-00132,JE-00132,E004
JE-00122,1,2026-11-06,2026-11,NS-US,6310,CC-160,V014,13500.0,0.0,INVOICE,INV-V014-002,Atlas Facilities Services AF-2214,,E004
JE-00122,2,2026-11-06,2026-11,NS-US,2000,CC-160,V014,0.0,13500.0,INVOICE,INV-V014-002,Atlas Facilities Services AF-2214,,E004
JE-00125,1,2026-11-08,2026-11,NS-US,6110,CC-110,V002,36000.0,0.0,INVOICE,INV-V002-006,CloudHarbor LLC CH-2242,,E004
JE-00125,2,2026-11-08,2026-11,NS-US,2000,CC-110,V002,0.0,36000.0,INVOICE,INV-V002-006,CloudHarbor LLC CH-2242,,E004
JE-00128,1,2026-11-09,2026-11,NS-US,6110,CC-110,V013,8000.0,0.0,INVOICE,INV-V013-006,StreamGrid Networks SG-2242,,E004
JE-00128,2,2026-11-09,2026-11,NS-US,2000,CC-110,V013,0.0,8000.0,INVOICE,INV-V013-006,StreamGrid Networks SG-2242,,E004
JE-00131,1,2026-11-15,2026-11,NS-US,6200,CC-140,V006,27750.0,0.0,INVOICE,INV-V006-001,Brightwork Consulting Group BW-2207,,E004
JE-00131,2,2026-11-15,2026-11,NS-US,2000,CC-140,V006,0.0,27750.0,INVOICE,INV-V006-001,Brightwork Consulting Group BW-2207,,E004
JE-00134,1,2026-11-20,2026-11,NS-US,6210,CC-150,V007,12750.0,0.0,INVOICE,INV-V007-004,Meridian Legal LLP ML-2228,,E004
JE-00134,2,2026-11-20,2026-11,NS-US,2000,CC-150,V007,0.0,12750.0,INVOICE,INV-V007-004,Meridian Legal LLP ML-2228,,E004
